CODIGO;LOCALIDAD;ESTRATO;CATEGORIA;ACTIVIDAD;GESTION COBRO;ESTADO JURIDICO;CONVENIO;TARIFA BASE;ACTA;ANO VINCULACION;PORCENTAJE DINERO PAGADO PERIODO DE VINCULACION
20110100;Engativa;3;4;CONSULTORIO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;66.76
20110100;Engativa;2;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;62.15
20160100;Engativa;3;4;MINIMERCADO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.36
20020100;Engativa;3;4;TIENDA VENTA VIVERES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2002;84.14
20050100;Engativa;3;4;PIZZERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2005;74.01
20060100;Engativa;3;4;CACHARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2006;76.77
20170100;Engativa;2;4;DEPOSITO DE CERVEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2017;53.85
20140100;Engativa;3;4;SALON BELLEZA/PELUQUERIA;Normal;Normal;SIN CONVENIO;230000;SIN ACTA;2014;43.91
20160100;Engativa;3;4;ÒPTICAS VISUALES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.36
20160100;Engativa;3;4;SALA DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.55
20000100;Engativa;3;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2000;87.82
20100100;Engativa;3;4;SUPERMERCADO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2010;69.41
20110100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.84
20110100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;65.7
20110100;Engativa;1;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;66.23
20110100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;65.7
20110100;Engativa;3;4;TIENDA VTA LICORES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.57
20150100;Engativa;3;4;DISTRIBUIDORA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2015;60.2
20160100;Engativa;3;4;HELADERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;56.5
20160100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.64
20020100;Engativa;1;4;FRUTERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2002;82.52
20050100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2005;78.89
20090100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2009;69.39
20110100;Engativa;3;4;VIDEO JUEGOS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.92
20110100;Engativa;3;4;CENTRO DE ESTETICA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;71.77
20170100;Engativa;2;4;DISTRIBUIDORA DE DULCES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2017;55.71
20100100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2010;69.69
20090100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2009;71.53
20020100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2002;84.42
20110100;Engativa;2;4;FRUTAS Y VERDURAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;66.76
20110100;Engativa;2;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;64.9
20110100;Engativa;2;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.04
20060100;Engativa;2;4;VIDEOJUEGOS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2006;76.32
20160100;Engativa;2;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;57.55
20050100;Engativa;3;4;HELADERIA FRUTERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2005;76.75
20120100;Engativa;2;4;VTA DE AREPAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2012;64.92
20160100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;56.5
20110100;Engativa;3;4;VENTA TELEFONIA CELULAR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.57
20110100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.57
20160100;Engativa;3;4;ALMACEN  DE REPUESTOS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.36
20150100;Engativa;3;4;ALMACEN DE ROPA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2015;60.2
20010100;Engativa;2;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2001;83.31
20140100;Engativa;3;4;TIENDA BARRIO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2014;62.04
20120100;Engativa;2;4;SUPERMERCADO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2012;64.92
20150100;Engativa;3;4;TIENDA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2015;60.2
20170100;Engativa;2;4;CONSULTORIO ODONTOLOGICO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2017;54.91
20170100;Engativa;3;4;INTERNET;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2017;56.52
20160100;Engativa;3;4;SALA DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.55
19940100;Engativa;3;4;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;98.87
19990100;Engativa;3;4;MISCELANEA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1999;89.66
20150100;Engativa;3;4;ALMACEN DE PARTES DE MOTOS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2015;60.2
20130100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2013;63.88
20130100;Engativa;3;4;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2013;63.88
20140100;Engativa;3;4;CARNICERIA/PESQUERIA/FAMA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2014;62.04
20160100;Engativa;3;4;TIENDA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.36
20070100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;74.93
20170100;Engativa;3;4;TIENDA DE BARRIO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2017;56.52
20170100;Engativa;3;4;TALLER SALA DE ESPERA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2017;56.8
20140100;Engativa;2;4;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2014;61.23
20160100;Engativa;3;4;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.36
20160100;Engativa;2;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;52.94
20040100;Engativa;3;4;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2004;80.46
20090100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2009;71.53
20000100;Engativa;3;4;VENTA DE VIVERES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2000;87.82
20080100;Engativa;3;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2008;73.09
20150100;Engativa;3;4;LAVADERO DE AUTOS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2015;60.2
20160100;Engativa;3;4;MANTENIMIENTO DE VEHICULOS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.36
20160100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;56.5
20020100;Engativa;2;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2002;83.33
20090100;Engativa;3;4;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2009;71.25
20140100;Engativa;3;4;SALON BELLEZA/PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2014;60.18
20140100;Engativa;3;4;TIENDA BARRIO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2014;62.04
20170100;Engativa;3;4;OPTICA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2017;56.52
19960100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1996;93.32
19990100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1999;87.8
20030100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2003;82.3
20050100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2005;78.62
20070100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;74.93
20070100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;74.93
20080100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2008;73.09
20090100;Engativa;1;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;CON ACTA;2009;95.52
20110100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.57
20120100;Engativa;3;4;VENTA DE AUTOPARTES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2012;65.73
20060100;Engativa;3;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2006;72.17
20170100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2017;56.52
20110100;Engativa;3;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;62.96
20160100;Engativa;2;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;57.55
20160100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.64
20160100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;56.5
19940100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;97.01
19940100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;97.01
19940100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;98.87
19940100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;98.87
19940100;Engativa;3;4;ALMACEN DE DISCOS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;98.87
19940100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;98.87
19940100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;DevoluciA n de Correo;230000;SIN ACTA;1994;88.54
19940100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;97.01
19940100;Engativa;1;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;97.53
19940100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;97.01
19940100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;98.87
19940100;Engativa;3;4;SUPERMERCADO PEQUE´O;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;98.87
19940100;Engativa;3;4;CONCESIONARIO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1994;98.87
19960100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1996;95.46
19980100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1998;89.64
19980100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1998;91.78
19990100;Engativa;3;4;CACHARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1999;89.66
19990100;Engativa;3;4;TIENDA VTA LICORES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1999;89.66
19990100;Engativa;1;4;CENTRO DE ESTETICA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1999;92.25
20000100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2000;85.96
20010100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2001;84.12
20010100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2001;84.12
20010100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2001;84.12
20020100;Engativa;3;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2002;84.14
20020100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2002;84.42
20020100;Engativa;3;4;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2002;84.14
20020100;Engativa;3;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2002;84.14
20020100;Engativa;1;4;FAMA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2002;82.88
20030100;Engativa;3;4;FRUVER;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2003;82.3
20030100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2003;82.57
20030100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2003;82.3
20030100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2003;82.57
20030100;Engativa;3;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2003;77.69
20040100;Engativa;4;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2004;76.66
20040100;Engativa;3;4;FRUTAS Y VERDURAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2004;80.46
20060100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2006;77.05
20060100;Engativa;3;4;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2006;76.77
20060100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2006;76.77
20060100;Engativa;3;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2006;76.77
20070100;Engativa;1;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;73.32
20070100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;74.93
20070100;Engativa;3;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;74.93
20070100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;73.07
20070100;Engativa;3;4;FRUTAS Y VERDURAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;74.93
20070100;Engativa;3;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;74.93
20070100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;74.93
20070100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;74.93
20070100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;74.93
20070100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2007;74.93
20080100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2008;73.09
20080100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2008;73.09
20090100;Engativa;3;4;CIGARRERIA CAFETERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2009;71.25
20090100;Engativa;3;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2009;66.64
20090100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2009;69.39
20090100;Engativa;3;4;OPTICA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2009;71.25
20100100;Engativa;3;4;SALON DE BELLEZA;Coordinacion Central de Llamadas;Normal;DevoluciA n de Correo;230000;SIN ACTA;2010;57.22
20100100;Engativa;3;4;MISCELANEA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2010;69.41
20100100;Engativa;2;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2010;63.99
20110100;Engativa;1;4;MERCADO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;65.95
20110100;Engativa;3;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.57
20110100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.84
20110100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.84
20110100;Engativa;2;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;66.76
20110100;Engativa;2;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;62.15
20110100;Engativa;2;4;TIENDA VTA LICORES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;66.76
20110100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.84
20110100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.84
20110100;Engativa;3;4;CONSULTORIO ODONTOLOGICO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;66.76
20110100;Engativa;3;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.57
20110100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.57
20110100;Engativa;3;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;62.96
20110100;Engativa;1;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;65.95
20110100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.57
20110100;Engativa;3;4;TALLER;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.84
20110100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.57
20110100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.84
20110100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.57
20120100;Engativa;4;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2012;66.81
20130100;Engativa;4;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2013;64.97
20130100;Engativa;3;4;SUPERMERCADO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2013;63.88
20180100;Engativa;2;3;TIENDA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2018;53.87
20160100;Engativa;3;4;PANALERA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.36
20160100;Engativa;3;4;BARBERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;56.82
20080100;Engativa;3;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2008;68.48
20130100;Engativa;2;4;TDA VTA DE LICORES;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2013;61.21
20120100;Engativa;2;4;TIENDA VTA LICOR;Normal;Normal;SIN CONVENIO;230000;SIN ACTA;2012;48.65
20140100;Engativa;2;4;CIGGARERIA- DEPOSITO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2014;61.23
20060100;Engativa;3;4;SUPERMERCADO PEQUENO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2006;76.77
20160100;Engativa;2;4;DISTRIBUIDORA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;57.55
20140100;Engativa;2;4;MINIMERCADO;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2014;61.23
20110100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.84
20130100;Engativa;2;4;COMIDAS RAPIDAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2013;58.47
20010100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2001;86.26
20110100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2011;67.57
20120100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2012;66.0
19970100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1997;93.62
19980100;Engativa;3;4;CIGARRERIA SALSAMENTARIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;1998;91.51
20000100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2000;87.82
20080100;Engativa;3;4;PELUQUERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2008;73.37
20080100;Engativa;3;4;CASINO MAQUINAS TRAGA MONE;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2008;73.28
20140100;Engativa;3;4;ALMACEN;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2014;62.04
20150100;Engativa;3;4;TIENDA VENTA DE LICOR;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2015;60.2
20170100;Engativa;3;4;DULCERIA VENTA DE CIGARRIL;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2017;56.52
20160100;Engativa;3;4;TATTOS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2016;58.36
20100100;Engativa;3;4;FRUTAS Y VERDURAS;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2010;69.41
20080100;Suba;3;4;CIGARRERIA;Coordinacion Central de Llamadas;Normal;SIN CONVENIO;230000;SIN ACTA;2008;75.0
